DATE,TWEET
2020-03-11 10:08:06+00:00,"Hello, please know that I have forwarded the details to the relevant team. I am sorry if you experienced delays and please know that we will deal with your enquiry at our earliest. ^Jelena"
2020-03-11 10:31:06+00:00,"Plenty to discuss, plenty to drink Have a great day."
2020-03-11 10:31:42+00:00,"Hi Michael, if you send me your name and postcode via DM, I will certainly look into helping you with online banking registration. I am afraid that I wouldn't be able to send you statements from here though as we need to verify you. ^Jelena"
2020-03-11 10:57:09+00:00,"Hi Michael, I have forwarded your details to the relevant team to deal with the case. I hope this will be sorted for you shortly. Have a lovely day. ^Jelena"
2020-03-11 11:02:56+00:00,What problems are you having with the app? ^Michele
2020-03-11 11:16:30+00:00,Hi there we are just waiting for further communication regarding this. We will post updates when they become available. ^Michele
2020-03-11 11:21:26+00:00,"Hi Rachael, please call us on 03457 404404 between 8am until 10pm, and we will raise a case from our end to investigate what has happened. Our agents will give you all the information and I truly hope this will be resolved as soon as possible. ^Jelena"
2020-03-11 12:08:31+00:00,Thank you for the feedback Elizabeth! So glad you got things sorted out . ^Alison
2020-03-11 12:09:56+00:00,"Oh no, that does not sound good. Can you please PM me with what the issue is and what number you were calling? I will see if there is anything I can do to assist you. ^Alison"
2020-03-11 12:38:32+00:00,"Hi Georgie, please wait a couple of days as it is on its way to you . If you cannot wait then please visit a Branch as above, and they can set this up for you there and then. ^Alison"
2020-03-11 12:58:37+00:00,"Ok, that's great you confirmed this! It might have caused a delay, your employer would really have to check with his bank to find out exactly what is happening with the payment. When did he process it? ^Alison"
2020-03-11 13:04:08+00:00,"Hi there, we are aware of the change and our teams are working through to finalise how and which products this would make an impact and more information will be made available as soon as possible. ^MO"
2020-03-11 13:05:14+00:00,"Hi Kyle, Only the recent transactions which are not statemented yet can be downloaded in the CSV format I'm afraid. To view older transactions, you'll need to download the statements. ^ Ish"
2020-03-11 13:17:22+00:00,"Hi There, If you don't remember your telephone banking security number call our telephone banking on +44 1226 261 010 then our team will take you through couple security questions, then if you pass security question you can reset your telephone banking security number,"
2020-03-11 13:17:42+00:00,"Hi Phil, There could be different reasons as to why your card isn't accepted online. As this information may be specific to you, we can't discuss it here due to security reasons. Please contact our chat agents or telephone banking team to discuss this further. Thanks. ^ Ish"
2020-03-11 13:21:10+00:00,If you do know your telephone security number or Voice ID enrolled and having trouble on your internet or mobile banking app call our online banking help desk on +44 122 626 1226 (Mon – Sun 08:00 – 22:00 UK time). ^Thanoj.
2020-03-11 13:21:27+00:00,(1-2 )^Thanoj
2020-03-11 13:59:02+00:00,"Hi Curtis, could you please clear the browsing history and cache of your browser or If possible try in Incognito window. If still doesn't work please call us on 03456 002290 and our specialist will get this sorted for you. ^MO"
2020-03-11 14:11:22+00:00,"Hi Simon, thank you very much for bringing this to our attention. ^Lucy"
2020-03-11 14:20:29+00:00,You can close an account in Branch or in some circumstances by calling us on 03457 404 404. ^Michele
2020-03-11 14:30:18+00:00,"Hi there, we do appreciate your patience and apologies for the delay. There has been a back log which is causing this delay. Could you please call us on 03457 404404 and our specialist will give you all the details on application progress. ^MO"
2020-03-11 15:05:55+00:00,Was the number you were given 0034 914 56 61 00? ^Michele
2020-03-11 15:16:10+00:00,"The best option is to call us on 03457 404 404, to discus this further. ^RIT"
2020-03-11 15:20:04+00:00,"Hi Clive. This isn't one of our known numbers, please be wary as this may be a scam. ^Jo"
2020-03-11 15:22:14+00:00,"It may be that the card is blocked for online use, you would need to call us to discuss this further. ^Jo"
2020-03-11 15:29:02+00:00,You employer would need to get in touch with us to place a trace on the payment. ^Jo
2020-03-11 15:34:16+00:00,"Hi Matthew, There is indeed a support package introduced to our customers in the UK. If you're looking to discuss your mortgage, please call us on 03457 662 255 (Mon-Fri 8:00-18:00, Sat 8:00-17:30). (1/2). ^Ish"
2020-03-11 15:34:32+00:00,You can find further information through the below link as well. http://grp.hsbc/60191qFrP . (2/2) ^ Ish
2020-03-11 15:35:36+00:00,"Hi There, Thanks for getting in touch, The options are going to be set up the mobile app on different device (Ipad) use internet banking on our website by switching to physical secure key. ^Thanoj"
2020-03-11 15:40:34+00:00,The Bank of England’s #BaseRate has reduced to 0.25%. Find out how this affects you
2020-03-11 16:06:55+00:00,"You're very welcome, and it was our pleasure to get our hands dirty helping with that turf."
2020-03-11 16:11:50+00:00,There have been some customer effected and these customers we will be contacting by post. All Customers can ask for support for financial concerns. Please call us if you are experiencing Financial Concerns on 03457 404 404. Thanks. ^Ank.
2020-03-11 16:33:07+00:00,"The best option is to call us on 03456 002 290, to regain access. ^RIT"
2020-03-11 16:39:47+00:00,"Hello Laura I am sorry to hear this and would like to escalate it further for you. If you can please provide your full name, postcode and a brief overview of what has happened, via the link below, I'll make sure this is looked into further. ^Saffron https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-11 16:48:47+00:00,"Hi there No need to provide us with any further information, your feedback has been passed on to Tanya and her manager. ^Saffron"
2020-03-11 16:51:24+00:00,"Please call us on 03457 404 404, to get this sorted. Just wait on the line and you'll be transferred to an agent. ^RIT"
2020-03-11 17:36:42+00:00,"I’m sorry your son has had to go through this fraud situation, not something nice. The Fraud team will look into everything as they are investigating. Is there a chance your son can contact us through this channel, if he requires more help? ^Ank."
2020-03-11 17:44:41+00:00,"Hi Adam, I can see that the 30 working days have not passed since the switching date was finalised, you should get the incentive soon. Thanks. ^Ank."
2020-03-11 18:00:08+00:00,"Don’t click on links or attachments in suspicious emails, and never respond to unsolicited messages and calls that ask for your personal or financial details. You can find more advice on what to look out for here: http://grp.hsbc/LatestScamWarnings"
2020-03-11 18:02:40+00:00,"Hi Cy, Thank you for contacting us today. I apologise for the service you have received and glad that you managed to resolve your query. If you'd like, I can record your dissatisfaction on the system which will enable us to improve on our service. (1/2) ^ Ish https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-11 18:03:09+00:00,Please DM your full name & post code if you wish to do so. You can also record your feedback via http://grp.hsbc/60171qABf (2/2) ^ Ish
2020-03-11 18:41:59+00:00,Please get in touch with our switch team on 03455 873 430 they are available Mon – Fri 08:30 – 18:00. ^Jo
2020-03-11 18:48:37+00:00,"Please call us on 03457 404 404, to discuss this further. ^RIT"
2020-03-11 18:52:00+00:00,I would love to check this for you. If you can please pass over your full name and postcode via the DM link below?
2020-03-11 18:52:17+00:00,"We would be able to update your preferences, you can call us on 03457 404 404 to do so. ^Jo"
2020-03-11 19:27:01+00:00,GSA error — This is usually a page caching issue it has to do nothing with your secure key. ^RIT
2020-03-11 20:10:38+00:00,Hi Aimee. Thank you for taking the time to share the fab experience you've had with us! He sounds like a proper star! ^Jo
2020-03-11 20:24:42+00:00,"You haven't been forgotten, Michael. Correspondence has been sent to you today, you should be receiving this shortly. ^RIT"
2020-03-11 20:32:08+00:00,"I'm sorry to hear this, please pass over your full name and postcode via the DM link below? To get this looked into. ^RIT"
2020-03-11 21:56:26+00:00,"We don't have any timescales, Philip. If you can please pass over your full name and postcode via the DM link below? I will chase this up for you. ^RIT"
2020-03-12 06:35:29+00:00,"Hey hey, thanks for bringing this up - Can you DM me with more details please, so I can pass the info onto the branch? Click the link please and thank you ^Amy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-12 07:05:58+00:00,Hey - well that's not too good Give our specialists a call to get you back on track 03456 002 290 Mon - Sun 8am - 10pm ^Amy
2020-03-12 07:38:09+00:00,"Thanks for asking At the moment this account offers paper statements only, but we are looking to change this in the future. ^Amy"
2020-03-12 10:29:29+00:00,"Hi, Please see the attached link for information we have at the moment: http://grp.hsbc/60151SzWd. If there are any further changes we will advise our customers as soon as we hear. ^Alison"
2020-03-12 10:37:49+00:00,"Can you provide your full name and post code via DM, and we can have a look into this for you? ^Amy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-12 10:42:41+00:00,AMAZING!! I'm sure you have made their day ^Amy
2020-03-12 10:44:53+00:00,"Morning Adam, We strongly believe in making world a better place.we are contributing and constantly looking at ways to make some positive difference towards environment. E-statement for currency account is something being looked at. ^MO Reply 1/2"
2020-03-12 10:46:21+00:00,Please share your full name and post code through DM link below and our customer care team will help you to escalate your feedback. ^MO Reply 2/2 https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-12 10:49:43+00:00,"Hi there, sorry to hear you feel that way You certainly can pay a credit card very easily through online or mobile banking For instructions, you can check out these links http://grp.hsbc/60121SzLM OR http://grp.hsbc/60131SzL3 ^Sam"
2020-03-12 10:54:50+00:00,"Hey Simon. The regular saver doesn't allow partial withdrawals during the 12-month period, but that can be done on the flexible saver. Don't take my word for it though! Best check out http://grp.hsbc/60121SzFj to see which savings account suits you the most Thanks! ^Yuriy"
2020-03-12 10:58:04+00:00,"Hi Trebor, If you are making the payment to a new person on the app you don't need to generate any security codes You can simply make the payment by following the instructions on this link http://grp.hsbc/60121SzNO ^Sam"
2020-03-12 11:02:14+00:00,"Hey Lisa. Terribly sorry that you're been waiting so long. Which number are you calling? Is there any way we can help here, or is there any information on http://grp.hsbc/60141Szfn which can be useful? ^Yuriy"
2020-03-12 11:25:13+00:00,"Hi Paul, you will need to see a property expert to value your home If you wanted information about your mortgage then you can speak to our specialist team on 03457 662 255 Mon - Fri 8am - 6pm Sat 8am - 5:30pm ^Amy"
2020-03-12 11:57:39+00:00,"Hey Andy. Our team's working on gradually implementing the old connected money features into the app, but we don't have a timescale. I've passed this on as feedback. Any updates will be available on http://grp.hsbc/60111SMZx. Thanks for your patience! ^Yuriy"
2020-03-12 13:03:40+00:00,"Hey Gikka. All good with the system, but I did see a common problem with one website earlier today. Please call 03456 063 535 (08:00-22:00) and we'll be happy to help. Thanks for your patience! ^Yuriy"
2020-03-12 13:17:00+00:00,"I would love to check this out for you, if you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-12 13:20:06+00:00,"I would love to check this out for you, if you can please pass over your full name and postcode via the DM link below? ^RIT"
2020-03-12 13:49:21+00:00,"Hi, I am sorry to hear this, please can you let us know what your call is regarding via the link below and we will see what we can to do help. ^Saffron"
2020-03-12 13:57:27+00:00,"Hi Stephen. I'm really sorry for the inconvenience, however our team is experiencing a high volume of calls at the moment due to current affairs. We are aware of this and it has been escalated but just to set your expectations, you might not get through right away. ^Jo"
2020-03-12 14:02:15+00:00,"Hi there. Please get in touch with our Travel Insurance team on 0800 299 399 to discuss this further, we are experiencing a high volume of calls at the moment. ^Jo"
2020-03-12 14:06:26+00:00,"Hi Beth, thank you for coming back to me, I do understand the frustration this has caused, I really do. We have no control over Post Offices in that way I'm afraid. We will continue to provide a banking service in all Post Offices that are open. If you would like me to log 1/2"
2020-03-12 14:07:05+00:00,"your concerns formally please can you provide your full name and postcode, via the link below. ^Saffron 2/2 https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-12 14:39:40+00:00,"You can stop receiving text alerts at any time by sending a Secure E-Message through Online Banking, calling us or via the branch. ^RIT"
2020-03-12 15:12:07+00:00,Hi there. You can raise this to be investigated by calling us on 03457 404 404. ^Jo
2020-03-12 15:23:24+00:00,I understand the urgency of your situation Georgie however it can usually take around 5 working days to receive the pack. As an alternative option you can visit any nearest branch and set up your telephone security number then and there within few minutes ^Sam
2020-03-12 15:25:47+00:00,"Hi Charlotte, we could check the status of your application and let you know of next steps. Kindly pass your full name and postcode via link below, and we'll look into it! ^Mill https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-12 16:19:32+00:00,"Hey Teaghan. Would be great to have you on the team How long ago were you told that the email will be sent? If you don't receive the email after 2 hours, please try applying again. ^Yuriy"
2020-03-12 16:22:35+00:00,"Hi Tracey, I see the appointment you are referring to but was not able to see any copies of the emails sent out in relation to it. If you want me to change the appointment to an alternative date I can surely do that for you Let me know how you would like to change it ^Sam"
2020-03-12 16:24:55+00:00,"The best option is to get in touch with us via Live chat, and we can raise a dispute for you, or you can call us on 03457 404 404, to discuss this further. ^RIT"
2020-03-12 16:36:41+00:00,If you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-12 16:46:02+00:00,"Unfortunately, this can only be discussed via a secured channel. ^RIT"
2020-03-12 16:51:24+00:00,Please get in touch with our Recruitment team on 02078 328500 to discuss this further. ^Jo
2020-03-12 16:55:03+00:00,"Hi Scott. The payment needs to be made from your external current account as a bill payment, you can get the sort code and account number this needs to be made to from the back of your credit card statement and the reference is your credit card number. ^Jo"
2020-03-12 16:57:04+00:00,This link drives you to LiveChat: http://grp.hsbc/60191SrqW (they'll appear on the left) Thank you ^Mill
2020-03-12 19:12:23+00:00,"Hi there. Please give us a call on 03457 404 404, we can order a new card to the address we hold on our system for you. ^Jo"
2020-03-13 06:53:01+00:00,"Morning S White, we have put together a special page on our website covering all frequently asked questions about COVID-19 Please click on the link here http://grp.hsbc/60191S5tL and let us know If you have any further questions. ^MO"
2020-03-13 07:10:42+00:00,"Morning David, no issues have been reported so far. Could you please share the screenshot of error message. Or you can get assistance from mobile chat or live chat. Hope this helps! ^MO"
2020-03-13 08:11:38+00:00,"Morning Preeti, could you please share your full name and post code through DM link below and I will look into it for you. ^MO"
2020-03-13 08:46:32+00:00,"Morning Rebecca, here's http://grp.hsbc/60191SgNv the list of HSBC accept for account opening in all conditions. Hope this helps! ^MO"
2020-03-13 09:01:12+00:00,"I agree Karen, lines are a-bit busy right now. All you need to do is watch this video http://grp.hsbc/60101S9Dj for a step by step guide of address change. Or you can contact us through live chat / mobile chat and our specialist will assist. ^MO"
2020-03-13 09:18:30+00:00,"Hi there, if you need specific information on the travel insurance cover kindly call the specialised team on 08000517459.^Laura"
2020-03-13 10:56:20+00:00,"Hey Martin, I appreciate your frustration due to the service you've received, we have not had any reports in regard to this problem, are you trying to register on the app or the website? If you are trying register on the app, you can try to register on the website instead.^Salem"
2020-03-13 10:56:23+00:00,"Hi, the cumulative £130 contactless limit was reviewed under PSD2 change back in September 2019, this was set by FCA for bank to follow. To go around the limit, one can do Chip&PIN to reset the contactless limit back to £0. ^Mill"
2020-03-13 11:01:20+00:00,"Hey Ross, thanks for reaching out The lounge key is free to use for the cardholder, but for any accompanying guest there is a £20 fee per guest. I hope this clarifies, please let me know if you have any questions. ^Tijianne"
2020-03-13 11:04:00+00:00,"Hey Brendan, Thanks for reaching out to us, our travel insurance is provided by a third party, so I can't give you the precise wait time. However the current wait time to get through to an agent is 3 minutes wait.^Salem"
2020-03-13 11:09:27+00:00,"Hey Diana, That does look like smishing , please send the screenshot of the message to phishing@hsbc.co.uk so our security and fraud Investigation team can look into this. Thank you for bringing this to our attention.^Salem"
2020-03-13 11:17:00+00:00,Hey Lalla. It would be a shame to lose you as a customer. Please call +44 1226 261 226 (08:00-22:00 UK time) and we'll be happy to help. Thanks. ^Yuriy
2020-03-13 11:25:37+00:00,"Hey There, The funds will be available by the end of the working day, if not earlier.^Salem"
2020-03-13 11:45:28+00:00,"Hi there Mike, the travel insurance is worldwide, but due to the Covid-19 outbreak we're currently basing our coverage on the list provided by the FCO (link to their website found below). 1/3^Laura"
2020-03-13 11:45:41+00:00,"If the FCO advise against travel to a particular country, the insurance will not cover you for your holiday if you still decide to go. If you'd like to cancel your trip, you'll be covered for the cancellation. 2/3^Laura"
2020-03-13 11:47:31+00:00,http://grp.hsbc/60141SiSm http://grp.hsbc/60151SiSW ^Laura
2020-03-13 11:55:57+00:00,"Hey there! Kindly call telephone banking on 03456 006 161, and they'll assist you further. ^Tijianne"
2020-03-13 11:58:05+00:00,"Hey there! The number provided is to our dedicated telephone banking team, who'll be able to assist you once your call is connected. Bear in mind, there might be a hold time until you get through. ^Tijianne"
2020-03-13 12:17:00+00:00,"Hi there, at the moment we are stil reviewing our products. Anything already planned, including the interest rate inrease, will still go ahead unless we're told otherwise. ^Tijianne"
2020-03-13 12:27:51+00:00,I just had a look into it once again Ross and it seems like the charge is £20 per person regardless if its the card holder or an additional party accompanied by the card holder ^Sam
2020-03-13 12:38:00+00:00,"Hi there, thank you for the suggestion taking into condideration the circumstances, but at this point we will not be able to guarantee this. ^Laura"
2020-03-13 12:49:32+00:00,"Hi there, we base our cover on the list by the Foreign & Commonwealth Office. Any country that is on the list produced by the FCO is not covered by our insurance.1/2^Laura"
2020-03-13 12:50:20+00:00,"If a country gets added to the list after the travel has been booked, the cover still applies as long as there is the necessary evidence to prove it was booked before the update. For more details call us on 08000 517 452.2/2^Laura"
2020-03-13 13:22:09+00:00,"Hi Jack, please visit our special added page on website for COVID-19 guidance & FAQs http://grp.hsbc/60151Sc0l or call us on 0800 299399. ^MO"
2020-03-13 13:31:49+00:00,"Hi, there are several reasons the card could get declined and this will be for security reason. I would kindly ask you to call us on 03457 404 404 to have this looked into further. ^Laura"
2020-03-13 13:49:29+00:00,"Hi, Becky! To order an up to date statement, you can log on to your Online Banking, to My Banking, Documents, Statements and request a statement through the option presented. Alternatively, you can call us on 03457 404404 and agent will help you out order it. ^Mill"
2020-03-13 14:36:40+00:00,Have you managed to get through now? ^Michele
2020-03-13 14:51:03+00:00,"Insurance would be immensely busy at the moment, I'm sorry they haven't come back to you yet. On the good side, Claims are 24hrs, hence you can call them later - their lines get quieter during the evening. Hope you speak to one of the agents soon! ^Mill"
2020-03-13 15:05:36+00:00,"Hey Brad. You can find them numbers on the credit card statement, but there's no need, actually. Please check out http://grp.hsbc/60141Slk2. If you share your full name and post code via DM, we can check which credit card you've got and which company to search for. Thanks! ^Yuriy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-13 15:08:57+00:00,"Hey Gulam. What kind of error is it? Please clear your all-time browsing data, close and re-open the browser, and try logging on again. If that doesn't work, please send us a screenshot via DM, along with your full name and post code. Thanks! ^Yuriy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-13 15:53:09+00:00,"Hi Louise, usually when changing the username name you need to enter a ''re authentication code'' from the app therefore make sure you are clicking on the correct option under ''Generate security code''. (1/2) ^Sam"
2020-03-13 15:54:12+00:00,Once that's done make sure the new user name you are using is between 5–76 characters with letters and numbers and the special characters given there. If it still doesn't work send us a screenshot of the error message you are getting so that we can have a look into it ^Sam
2020-03-13 15:58:42+00:00,"Hello Bella, what a lovely tweet thank you so much. I will make sure it is passed on to Beth and her manager. Have a great weekend. ^Saffron"
2020-03-13 15:58:44+00:00,"The best option is to call us on 03456 002 290, to discuss this further. ^RIT"
2020-03-13 16:18:11+00:00,"Hey Aga. Sorry you feel that way. We're doing our best to support the individuals and businesses in need, as explained on http://grp.hsbc/60171Smwd. ^Yuriy"
2020-03-13 16:25:18+00:00,"Hello, can you please start a private message using the link below and let us know what issues you are experiencing? ^Saffron https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-13 16:40:48+00:00,"Hey Kyriacos. Thanks for letting us know. Can you please provide your full name and post code via DM, so we can look into this? ^Yuriy"
2020-03-13 16:41:01+00:00,Thanks. ^Yuriy
2020-03-13 16:49:03+00:00,We are here to support and discuss options with anyone feeling in financial difficulty. We have specialist teams in place who can budget out and discuss options if one feels is falling behind or is impacted with a situation out of his control (1/2) ^Mill
2020-03-13 17:00:57+00:00,"If one feels is impacted with recent virus pandemic financially, they can call us on 03457 404404 between 08 - 18 Mon - Sat, and our team will talk to them and discuss the situation and try to help where we can. (2/2) ^Mill"
2020-03-13 17:14:54+00:00,"Hi there, we would definitely like to have you on board If you could pass me your full name and postcode through a private message I would be happy to have a look into it for you ^Sam"
2020-03-13 17:21:51+00:00,"Hey Keiren. If you're struggling, please explore all the options on http://grp.hsbc/60161SWOj. I really hope that helps ^Yuriy"
2020-03-13 17:36:20+00:00,Hey Jonathan. Sorry that it took a while to reach you. Not quite sure what happened there to be honest. ^Yuriy
2020-03-13 17:48:20+00:00,"Hi, Adam - can you PM me your full name and postcode using link below? We'll check on what's the status and if there is post on its way to you! ^Mill"
2020-03-13 17:48:55+00:00,Here's the link. ^Mill
2020-03-13 18:39:03+00:00,"Let’s have a look into this, is this for you wife’s account or yours? ^Ank."
2020-03-13 19:46:00+00:00,"This is usually a page caching issue, you'll have to clear the cached information, browsing history, cookies and saved website data in the browser to allow the page to load correctly and try again. ^RIT"
2020-03-13 19:51:04+00:00,"Can you try a different browser? If the problem persists please call us on 03456 002 290, to discuss this further. ^RIT"
2020-03-13 19:54:37+00:00,Please give us a call to get this sorted. ^RIT
2020-03-13 19:59:01+00:00,"The best option is to get in touch with us via Live Chat or by calling us on 0044 1226 261 010, to discuss this further. ^RIT"
2020-03-13 20:37:48+00:00,"This channel is for personal banking, as this is to do with mortgages can you kindly contact the Mortgage Servicing team on 03457 662 255 Mon–Fri 08.00–18.00 Sat 08.00–17.30. ^Ank."
2020-03-13 21:29:27+00:00," Sorry about this experience, and we certainly don't want you to feel this way. I'm going to pass this feedback to Finsbury Park branch manager. Did they answer your question though ? ^Jith"
2020-03-13 21:32:22+00:00,"Please call us on 03457 404 404, to discuss this further. ^RIT"
2020-03-13 21:36:16+00:00,"It would be best that your wife contacts us through this channel, or she calls us on 03457 404 404. As this is her account, and we need to speak with her. Thanks for understanding. ^Ank."
2020-03-13 21:37:56+00:00,"It's not our typical service but I can certainly understand where you're coming from. Can I please ask you to give our mortgage team a call directly on 0800 169 6333. They are open Mon-Fri 8.00 am till 9.00 pm, Sat 8.00 am till 8.00 pm and Sun 9.00 am - 6.00 pm. ^Jith"
2020-03-13 21:57:23+00:00,"Thanks for the great comments Lynnette, glad we were able to help ^Michele"
2020-03-14 07:41:30+00:00,Hey Sarah. We're actually doing our best to help those impacted. More details of this can be found on http://grp.hsbc/60191SakP. Thanks. ^Yuriy
2020-03-14 07:46:08+00:00,"Hi Nessa, sorry to hear about it If you are having a UK address it shouldn't take more than 4 working days to receive it so you should have it before friday (1/2) ^Sam"
2020-03-14 07:46:55+00:00,You can easily report your card through mobile banking and order a new card by following the instructions on this link http://grp.hsbc/60141Sabi (2/2) ^Sam
2020-03-14 08:12:49+00:00,"Hey Lois. That's because your digital secure key is still assigned to your old phone, which can be switched to your new one with or without the old device (http://grp.hsbc/60191Saml). Please call 0345 600 2290 (08:00-22:00) if you need a hand at any point. Thanks! ^Yuriy"
2020-03-14 08:14:56+00:00,"Hi Jane. This could need some tweaks from our end. Try giving us a call on 03456 002 290, a colleague of mine will be able to sort it out. ^Shaun"
2020-03-14 08:15:45+00:00,"Hi Chris, you can make the payment in the normal way you make bill payments through online or mobile banking For instructions on how to make a bill payment you can checkout this link http://grp.hsbc/60171SaoB ^Sam"
2020-03-14 08:31:22+00:00,"If you can't call, please speak to us via mobile chat or live chat, and we can help you raise a dispute. I hope this didn't affect your day too much. Enjoy the rest of your stay and have a safe journey coming back! ^Yuriy"
2020-03-14 08:43:07+00:00,"Hi Cal. Yep, there is a way to move it. Give us a call on 03457 404 404 and one of my colleagues will sort it out for you. ^Shaun"
2020-03-14 08:45:01+00:00,No probs. ^Shaun
2020-03-14 09:15:14+00:00,Hey Jess. Don't worry! Give us a ring on 0345 600 2290 (08:00-22:00) and we'll get that sorted for you. Thanks for your patience! ^Yuriy
2020-03-14 09:32:55+00:00,"Hey Manjit. That doesn't sound right. Can you please share your full name, post code, and the number you called via DM? Thanks. ^Yuriy"
2020-03-14 09:34:35+00:00,"Hi Marty, so far there is no change to the contactless limit if there is going to be any change we will keep you updated ^Sam"
2020-03-14 09:59:22+00:00,"Thanks for sharing this Sarah. We haven't received any communications about our mortgage rates increasing. Any changes to mortgages because of the coronavirus are in the link I've shared above. Not sure where Telegraph are getting this from, but we'll look into it. Thanks! ^Yuriy"
2020-03-14 10:10:50+00:00,"You can find the live chat option on online banking if you cannot get in touch with us through live chat you can try using mobile chat on the mobile banking app If not you can call us when you get a chance, and we can raise a dispute regarding this ^Sam"
2020-03-14 10:18:20+00:00,"Hey Peter. Terribly sorry to hear about you losing your job. These times are surely difficult for many. That can't be right, as you've seen yourself on http://grp.hsbc/60111SxUx. Can you please share your full name, post code, and the person you spoke to via DM? Thanks! ^Yuriy https://twitter.com/messages/compose?recipient_id=2922732233"
2020-03-14 10:33:40+00:00,"Hey Modge. Sorry to hear that you're leaving us. We have a digital first approach, in which we try to teach our customers to help themselves on our website or our app. If you're paying credit card, please check out http://grp.hsbc/60181SxIj. Thanks. ^Yuriy"
2020-03-14 10:34:13+00:00,"Hi Yomi, we are not aware of any verified by visa issues so far Can you try clearing your browser history, cache and cookies and try again to see if works. If you are still having issues call us directly on 03456 063 535 so that we could have a look into it further ^Sam"
2020-03-14 10:35:47+00:00,"Hey Modge. Sorry to hear that you're leaving us. We have a digital first approach, in which we try to teach our customers to help themselves on our website or our app. If you're paying a credit card, please check out http://grp.hsbc/60181SxIj. Thanks. ^Yuriy"
2020-03-14 11:23:56+00:00,Sure! I'll let you know here via DM once I've got a reply. Thanks Sarah ^Yuriy https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-14 11:46:35+00:00,"Hi Helen, I'm afraid we wouldn't know any estimated hold time however If it's a policy related enquiry you can refer to the policy document as you can find all the details you need to know on the policy. (1/2) ^Sam"
2020-03-14 11:47:14+00:00,Can you tell what exactly you are looking to check so that I could see if its something I can help and also can you confirm if it's a premier/ advance travel insurance policy you have got? (2/2)^Sam
2020-03-14 11:51:55+00:00,"Hi Lucy, just to clarify Is it that you used the wrong card for the payment? If so we may be able to raise a dispute but you would need to call us on 03457 404 404 in order to do that ^Sam"
2020-03-14 11:56:45+00:00,"Hi Claude. If it's under £500, you can cash through the HSBC mobile app. ^Shaun"
2020-03-14 11:57:00+00:00,"There are different ways of paying people nowadays, cheques are being replaced with Bill Payments/ BACS payments. That's making a payment directly to the beneficiaries account, which can be done through mobile banking. ^Ank."
2020-03-14 12:08:10+00:00,I'm afraid its not possible as there are certain things we would need to check with you to process any refunds and this could only be done over the phone therefore we appreciate your understanding ^Sam
2020-03-14 12:34:06+00:00,"Hey David. If you call 0345 600 2290 (08:00-22:00), we can help you unlock online banking so you can view the document. You can also share your full name and post code via DM, and we'll see if it can be sent out by post. Thanks for your patience. ^Yuriy"
2020-03-14 12:54:14+00:00,That's super ^Sam
2020-03-14 13:03:32+00:00,"Hi Bradley, any payments you send can be subject to internal checks with us and the receiving bank as well so as long as you entered all the beneficiary details correct nothing to worry I would advise to allow few hours ^Sam"
2020-03-14 13:10:40+00:00,"Hey there. Sorry that you've had to wait for so long. We do have a lot of calls coming in constantly today, and we're doing our best to keep up. Have you managed to resolve? You can also speak to us here, or via mobile chat or live chat. Thanks for your paitence. ^Yuriy"
2020-03-14 13:12:30+00:00,"Hi Angela, we are not aware of any issues with the app/online banking Can you try clearing your app history, restarting the app and logging on, If it still doesn't work DM me your full name &amp; postcode along with a screenshot of the error message to have look into it ^Sam"
2020-03-14 13:40:46+00:00,Hello there. You can have either. Try giving us a call on 03456 002 290 and an agent will explain your options. ^Shaun
2020-03-14 13:44:37+00:00,"Hi Lucy - hope you get it sorted. As soon as all transactions post, we can raise a dispute for you. ^Mill"
2020-03-14 13:50:36+00:00,"It's about meeting everyone's needs. I love electronic payments, but sometimes you need a good ol' cheque as gift, way of a refund, etc. We do cheque imaging for that to make it easier for all. Our App does amazing job at it: http://grp.hsbc/60181SLMY ^Mill"
2020-03-14 13:53:44+00:00,Hey there! I would love to help you ^Tijianne https://twitter.com/messages/compose?recipient_id=2922732233
2020-03-14 14:15:57+00:00,"Hi Becca, we will never send out any correspondence if there is no product still open. Kindly call 03457 404 404 for more details. ^Laura"
2020-03-14 14:16:32+00:00,"Hello Nicolas, I'm sorry to hear that we might be losing you as a loyal customer Please come into DM with your full name and postcode, and share some feedback on your experience ^Tijianne"
2020-03-14 14:19:56+00:00,"Hey George, have you switched to us, and had the incentive taken away? We wouldn't withdraw our offer if you where eligible for the incentive. Please come into DM with your full name and postcode so that I can have a look for you. ^Tijianne https://twitter.com/messages/compose?recipient_id=2922732233"
