,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
625,2020-03-11 13:17:42+00:00,"Hi Phil, There could be different reasons as to why your card isn't accepted online. As this information may be specific to you, we can't discuss it here due to security reasons. Please contact our chat agents or telephone banking team to discuss this further. Thanks. ^ Ish","Hi Phil, There could be different reasons as to why your card isn't accepted online. As this information may be specific to you, we can't discuss it here due to security reasons. Please contact our chat agents or telephone banking team to discuss this further. Thanks. ^ Ish",Hi Phil There could different reasons card isnt accepted online As information may specific cant discuss due security reasons Please contact chat agents telephone banking team discuss Thanks Ish,,,,,,,
626,2020-03-11 13:21:10+00:00,If you do know your telephone security number or Voice ID enrolled and having trouble on your internet or mobile banking app call our online banking help desk on +44 122 626 1226 (Mon – Sun 08:00 – 22:00 UK time). ^Thanoj.,If you do know your telephone security number or Voice ID enrolled and having trouble on your internet or mobile banking app call our online banking help desk on +44 122 626 1226 (Mon – Sun 08:00 – 22:00 UK time). ^Thanoj.,If know telephone security number Voice ID enrolled trouble internet mobile banking app call online banking help desk Mon Sun UK time Thanoj,,,,,,,
627,2020-03-11 13:21:27+00:00,(1-2 )^Thanoj,(1-2 )^Thanoj,Thanoj,,,,,,,
628,2020-03-11 13:59:02+00:00,"Hi Curtis, could you please clear the browsing history and cache of your browser or If possible try in Incognito window. If still doesn't work please call us on 03456 002290 and our specialist will get this sorted for you. ^MO","Hi Curtis, could you please clear the browsing history and cache of your browser or If possible try in Incognito window. If still doesn't work please call us on 03456 002290 and our specialist will get this sorted for you. ^MO",Hi Curtis could please clear browsing history cache browser If possible try Incognito window If still doesnt work please call us specialist get sorted MO,,,,,,,
629,2020-03-11 14:11:22+00:00,"Hi Simon, thank you very much for bringing this to our attention. ^Lucy","Hi Simon, thank you very much for bringing this to our attention. ^Lucy",Hi Simon thank much bringing attention Lucy,,,,,,,
630,2020-03-11 14:20:29+00:00,You can close an account in Branch or in some circumstances by calling us on 03457 404 404. ^Michele,You can close an account in Branch or in some circumstances by calling us on 03457 404 404. ^Michele,You close account Branch circumstances calling us Michele,,,,,,,
631,2020-03-11 14:30:18+00:00,"Hi there, we do appreciate your patience and apologies for the delay. There has been a back log which is causing this delay. Could you please call us on 03457 404404 and our specialist will give you all the details on application progress. ^MO","Hi there, we do appreciate your patience and apologies for the delay. There has been a back log which is causing this delay. Could you please call us on 03457 404404 and our specialist will give you all the details on application progress. ^MO",Hi appreciate patience apologies delay There back log causing delay Could please call us specialist give details application progress MO,,,,,,,
632,2020-03-11 15:05:55+00:00,Was the number you were given 0034 914 56 61 00? ^Michele,Was the number you were given 0034 914 56 61 00? ^Michele,Was number given Michele,,,,,,,
633,2020-03-11 15:16:10+00:00,"The best option is to call us on 03457 404 404, to discus this further. ^RIT","The best option is to call us on 03457 404 404, to discus this further. ^IT",The best option call us discus IT,,,,,,,
634,2020-03-11 15:20:04+00:00,"Hi Clive. This isn't one of our known numbers, please be wary as this may be a scam. ^Jo","Hi Clive. This isn't one of our known numbers, please be wary as this may be a scam. ^Jo",Hi Clive This isnt one known numbers please wary may scam Jo,,,,,,,
635,2020-03-11 15:22:14+00:00,"It may be that the card is blocked for online use, you would need to call us to discuss this further. ^Jo","It may be that the card is blocked for online use, you would need to call us to discuss this further. ^Jo",It may card blocked online use would need call us discuss Jo,,,,,,,
636,2020-03-11 15:29:02+00:00,You employer would need to get in touch with us to place a trace on the payment. ^Jo,You employer would need to get in touch with us to place a trace on the payment. ^Jo,You employer would need get touch us place trace payment Jo,,,,,,,
637,2020-03-11 15:34:16+00:00,"Hi Matthew, There is indeed a support package introduced to our customers in the UK. If you're looking to discuss your mortgage, please call us on 03457 662 255 (Mon-Fri 8:00-18:00, Sat 8:00-17:30). (1/2). ^Ish","Hi Matthew, There is indeed a support package introduced to our customers in the UK. If you're looking to discuss your mortgage, please call us on 03457 662 255 (Mon-Fri 8:00-18:00, Sat 8:00-17:30). (1/2). ^Ish",Hi Matthew There indeed support package introduced customers UK If youre looking discuss mortgage please call us MonFri Sat Ish,,,,,,,
638,2020-03-11 15:34:32+00:00,You can find further information through the below link as well. http://grp.hsbc/60191qFrP . (2/2) ^ Ish,You can find further information through the below link as well. . (2/2) ^ Ish,You find information link well Ish,,,,,,,
639,2020-03-11 15:35:36+00:00,"Hi There, Thanks for getting in touch, The options are going to be set up the mobile app on different device (Ipad) use internet banking on our website by switching to physical secure key. ^Thanoj","Hi There, Thanks for getting in touch, The options are going to be set up the mobile app on different device (Ipad) use internet banking on our website by switching to physical secure key. ^Thanoj",Hi There Thanks getting touch The options going set mobile app different device Ipad use internet banking website switching physical secure key Thanoj,,,,,,,
640,2020-03-11 15:40:34+00:00,The Bank of England’s #BaseRate has reduced to 0.25%. Find out how this affects you,The Bank of England’s #Baseate has reduced to 0.25%. Find out how this affects you,The Bank Englands #Baseate reduced Find affects,,,,,,,
641,2020-03-11 16:06:55+00:00,"You're very welcome, and it was our pleasure to get our hands dirty helping with that turf.","You're very welcome, and it was our pleasure to get our hands dirty helping with that turf.",Youre welcome pleasure get hands dirty helping turf,,,,,,,
642,2020-03-11 16:11:50+00:00,There have been some customer effected and these customers we will be contacting by post. All Customers can ask for support for financial concerns. Please call us if you are experiencing Financial Concerns on 03457 404 404. Thanks. ^Ank.,There have been some customer effected and these customers we will be contacting by post. All Customers can ask for support for financial concerns. Please call us if you are experiencing Financial Concerns on 03457 404 404. Thanks. ^Ank.,There customer effected customers contacting post All Customers ask support financial concerns Please call us experiencing Financial Concerns Thanks Ank,,,,,,,
643,2020-03-11 16:33:07+00:00,"The best option is to call us on 03456 002 290, to regain access. ^RIT","The best option is to call us on 03456 002 290, to regain access. ^IT",The best option call us regain access IT,,,,,,,
644,2020-03-11 16:39:47+00:00,"Hello Laura I am sorry to hear this and would like to escalate it further for you. If you can please provide your full name, postcode and a brief overview of what has happened, via the link below, I'll make sure this is looked into further. ^Saffron https://twitter.com/messages/compose?recipient_id=2922732233","Hello Laura I am sorry to hear this and would like to escalate it further for you. If you can please provide your full name, postcode and a brief overview of what has happened, via the link below, I'll make sure this is looked into further. ^Saffron",Hello Laura I sorry hear would like escalate If please provide full name postcode brief overview happened via link Ill make sure looked Saffron,,,,,,,
645,2020-03-11 16:48:47+00:00,"Hi there No need to provide us with any further information, your feedback has been passed on to Tanya and her manager. ^Saffron","Hi there No need to provide us with any further information, your feedback has been passed on to Tanya and her manager. ^Saffron",Hi No need provide us information feedback passed Tanya manager Saffron,,,,,,,
646,2020-03-11 16:51:24+00:00,"Please call us on 03457 404 404, to get this sorted. Just wait on the line and you'll be transferred to an agent. ^RIT","Please call us on 03457 404 404, to get this sorted. Just wait on the line and you'll be transferred to an agent. ^IT",Please call us get sorted Just wait line youll transferred agent IT,,,,,,,
647,2020-03-11 17:36:42+00:00,"I’m sorry your son has had to go through this fraud situation, not something nice. The Fraud team will look into everything as they are investigating. Is there a chance your son can contact us through this channel, if he requires more help? ^Ank.","I’m sorry your son has had to go through this fraud situation, not something nice. The Fraud team will look into everything as they are investigating. Is there a chance your son can contact us through this channel, if he requires more help? ^Ank.",Im sorry son go fraud situation something nice The Fraud team look everything investigating Is chance son contact us channel requires help Ank,,,,,,,
648,2020-03-11 17:44:41+00:00,"Hi Adam, I can see that the 30 working days have not passed since the switching date was finalised, you should get the incentive soon. Thanks. ^Ank.","Hi Adam, I can see that the 30 working days have not passed since the switching date was finalised, you should get the incentive soon. Thanks. ^Ank.",Hi Adam I see working days passed since switching date finalised get incentive soon Thanks Ank,,,,,,,
649,2020-03-11 18:00:08+00:00,"Don’t click on links or attachments in suspicious emails, and never respond to unsolicited messages and calls that ask for your personal or financial details. You can find more advice on what to look out for here: http://grp.hsbc/LatestScamWarnings","Don’t click on links or attachments in suspicious emails, and never respond to unsolicited messages and calls that ask for your personal or financial details. You can find more advice on what to look out for here:",Dont click links attachments suspicious emails never respond unsolicited messages calls ask personal financial details You find advice look,,,,,,,
650,2020-03-11 18:02:40+00:00,"Hi Cy, Thank you for contacting us today. I apologise for the service you have received and glad that you managed to resolve your query. If you'd like, I can record your dissatisfaction on the system which will enable us to improve on our service. (1/2) ^ Ish https://twitter.com/messages/compose?recipient_id=2922732233","Hi Cy, Thank you for contacting us today. I apologise for the service you have received and glad that you managed to resolve your query. If you'd like, I can record your dissatisfaction on the system which will enable us to improve on our service. (1/2) ^ Ish",Hi Cy Thank contacting us today I apologise service received glad managed resolve query If youd like I record dissatisfaction system enable us improve service Ish,,,,,,,
651,2020-03-11 18:03:09+00:00,Please DM your full name & post code if you wish to do so. You can also record your feedback via http://grp.hsbc/60171qABf (2/2) ^ Ish,Please DM your full name & post code if you wish to do so. You can also record your feedback via (2/2) ^ Ish,Please DM full name post code wish You also record feedback via Ish,,,,,,,
652,2020-03-11 18:41:59+00:00,Please get in touch with our switch team on 03455 873 430 they are available Mon – Fri 08:30 – 18:00. ^Jo,Please get in touch with our switch team on 03455 873 430 they are available Mon – Fri 08:30 – 18:00. ^Jo,Please get touch switch team available Mon Fri Jo,,,,,,,
653,2020-03-11 18:48:37+00:00,"Please call us on 03457 404 404, to discuss this further. ^RIT","Please call us on 03457 404 404, to discuss this further. ^IT",Please call us discuss IT,,,,,,,
654,2020-03-11 18:52:00+00:00,I would love to check this for you. If you can please pass over your full name and postcode via the DM link below?,I would love to check this for you. If you can please pass over your full name and postcode via the DM link below?,I would love check If please pass full name postcode via DM link,,,,,,,
655,2020-03-11 18:52:17+00:00,"We would be able to update your preferences, you can call us on 03457 404 404 to do so. ^Jo","We would be able to update your preferences, you can call us on 03457 404 404 to do so. ^Jo",We would able update preferences call us Jo,,,,,,,
656,2020-03-11 19:27:01+00:00,GSA error — This is usually a page caching issue it has to do nothing with your secure key. ^RIT,GSA error — This is usually a page caching issue it has to do nothing with your secure key. ^IT,GSA error This usually page caching issue nothing secure key IT,,,,,,,
657,2020-03-11 20:10:38+00:00,Hi Aimee. Thank you for taking the time to share the fab experience you've had with us! He sounds like a proper star! ^Jo,Hi Aimee. Thank you for taking the time to share the fab experience you've had with us! He sounds like a proper star! ^Jo,Hi Aimee Thank taking time share fab experience youve us He sounds like proper star Jo,,,,,,,
658,2020-03-11 20:24:42+00:00,"You haven't been forgotten, Michael. Correspondence has been sent to you today, you should be receiving this shortly. ^RIT","You haven't been forgotten, Michael. Correspondence has been sent to you today, you should be receiving this shortly. ^IT",You havent forgotten Michael Correspondence sent today receiving shortly IT,,,,,,,
659,2020-03-11 20:32:08+00:00,"I'm sorry to hear this, please pass over your full name and postcode via the DM link below? To get this looked into. ^RIT","I'm sorry to hear this, please pass over your full name and postcode via the DM link below? To get this looked into. ^IT",Im sorry hear please pass full name postcode via DM link To get looked IT,,,,,,,
660,2020-03-11 21:56:26+00:00,"We don't have any timescales, Philip. If you can please pass over your full name and postcode via the DM link below? I will chase this up for you. ^RIT","We don't have any timescales, Philip. If you can please pass over your full name and postcode via the DM link below? I will chase this up for you. ^IT",We dont timescales Philip If please pass full name postcode via DM link I chase IT,,,,,,,
661,2020-03-12 06:35:29+00:00,"Hey hey, thanks for bringing this up - Can you DM me with more details please, so I can pass the info onto the branch? Click the link please and thank you ^Amy https://twitter.com/messages/compose?recipient_id=2922732233","Hey hey, thanks for bringing this up - Can you DM me with more details please, so I can pass the info onto the branch? Click the link please and thank you ^Amy",Hey hey thanks bringing Can DM details please I pass info onto branch Click link please thank Amy,,,,,,,
662,2020-03-12 07:05:58+00:00,Hey - well that's not too good Give our specialists a call to get you back on track 03456 002 290 Mon - Sun 8am - 10pm ^Amy,Hey - well that's not too good Give our specialists a call to get you back on track 03456 002 290 Mon - Sun 8am - 10pm ^Amy,Hey well thats good Give specialists call get back track Mon Sun pm Amy,,,,,,,
663,2020-03-12 07:38:09+00:00,"Thanks for asking At the moment this account offers paper statements only, but we are looking to change this in the future. ^Amy","Thanks for asking At the moment this account offers paper statements only, but we are looking to change this in the future. ^Amy",Thanks asking At moment account offers paper statements looking change future Amy,,,,,,,
664,2020-03-12 10:29:29+00:00,"Hi, Please see the attached link for information we have at the moment: http://grp.hsbc/60151SzWd. If there are any further changes we will advise our customers as soon as we hear. ^Alison","Hi, Please see the attached link for information we have at the moment: If there are any further changes we will advise our customers as soon as we hear. ^Alison",Hi Please see attached link information moment If changes advise customers soon hear Alison,,,,,,,
665,2020-03-12 10:37:49+00:00,"Can you provide your full name and post code via DM, and we can have a look into this for you? ^Amy https://twitter.com/messages/compose?recipient_id=2922732233","Can you provide your full name and post code via DM, and we can have a look into this for you? ^Amy",Can provide full name post code via DM look Amy,,,,,,,
666,2020-03-12 10:42:41+00:00,AMAZING!! I'm sure you have made their day ^Amy,AMAZING!! I'm sure you have made their day ^Amy,AMAZING Im sure made day Amy,,,,,,,
667,2020-03-12 10:44:53+00:00,"Morning Adam, We strongly believe in making world a better place.we are contributing and constantly looking at ways to make some positive difference towards environment. E-statement for currency account is something being looked at. ^MO Reply 1/2","Morning Adam, We strongly believe in making world a better place.we are contributing and constantly looking at ways to make some positive difference towards environment. E-statement for currency account is something being looked at. ^MOeply 1/2",Morning Adam We strongly believe making world better placewe contributing constantly looking ways make positive difference towards environment Estatement currency account something looked MOeply,,,,,,,
668,2020-03-12 10:46:21+00:00,Please share your full name and post code through DM link below and our customer care team will help you to escalate your feedback. ^MO Reply 2/2 https://twitter.com/messages/compose?recipient_id=2922732233,Please share your full name and post code through DM link below and our customer care team will help you to escalate your feedback. ^MOeply 2/2,Please share full name post code DM link customer care team help escalate feedback MOeply,,,,,,,
669,2020-03-12 10:49:43+00:00,"Hi there, sorry to hear you feel that way You certainly can pay a credit card very easily through online or mobile banking For instructions, you can check out these links http://grp.hsbc/60121SzLM OR http://grp.hsbc/60131SzL3 ^Sam","Hi there, sorry to hear you feel that way You certainly can pay a credit card very easily through online or mobile banking For instructions, you can check out these links O ^Sam",Hi sorry hear feel way You certainly pay credit card easily online mobile banking For instructions check links O Sam,,,,,,,
670,2020-03-12 10:54:50+00:00,"Hey Simon. The regular saver doesn't allow partial withdrawals during the 12-month period, but that can be done on the flexible saver. Don't take my word for it though! Best check out http://grp.hsbc/60121SzFj to see which savings account suits you the most Thanks! ^Yuriy","Hey Simon. The regular saver doesn't allow partial withdrawals during the 12-month period, but that can be done on the flexible saver. Don't take my word for it though! Best check out to see which savings account suits you the most Thanks! ^Yuriy",Hey Simon The regular saver doesnt allow partial withdrawals month period done flexible saver Dont take word though Best check see savings account suits Thanks Yuriy,,,,,,,
671,2020-03-12 10:58:04+00:00,"Hi Trebor, If you are making the payment to a new person on the app you don't need to generate any security codes You can simply make the payment by following the instructions on this link http://grp.hsbc/60121SzNO ^Sam","Hi Trebor, If you are making the payment to a new person on the app you don't need to generate any security codes You can simply make the payment by following the instructions on this link ^Sam",Hi Trebor If making payment new person app dont need generate security codes You simply make payment following instructions link Sam,,,,,,,
672,2020-03-12 11:02:14+00:00,"Hey Lisa. Terribly sorry that you're been waiting so long. Which number are you calling? Is there any way we can help here, or is there any information on http://grp.hsbc/60141Szfn which can be useful? ^Yuriy","Hey Lisa. Terribly sorry that you're been waiting so long. Which number are you calling? Is there any way we can help here, or is there any information on which can be useful? ^Yuriy",Hey Lisa Terribly sorry youre waiting long Which number calling Is way help information useful Yuriy,,,,,,,
673,2020-03-12 11:25:13+00:00,"Hi Paul, you will need to see a property expert to value your home If you wanted information about your mortgage then you can speak to our specialist team on 03457 662 255 Mon - Fri 8am - 6pm Sat 8am - 5:30pm ^Amy","Hi Paul, you will need to see a property expert to value your home If you wanted information about your mortgage then you can speak to our specialist team on 03457 662 255 Mon - Fri 8am - 6pm Sat 8am - 5:30pm ^Amy",Hi Paul need see property expert value home If wanted information mortgage speak specialist team Mon Fri pm Sat pm Amy,,,,,,,
674,2020-03-12 11:57:39+00:00,"Hey Andy. Our team's working on gradually implementing the old connected money features into the app, but we don't have a timescale. I've passed this on as feedback. Any updates will be available on http://grp.hsbc/60111SMZx. Thanks for your patience! ^Yuriy","Hey Andy. Our team's working on gradually implementing the old connected money features into the app, but we don't have a timescale. I've passed this on as feedback. Any updates will be available on Thanks for your patience! ^Yuriy",Hey Andy Our teams working gradually implementing old connected money features app dont timescale Ive passed feedback Any updates available Thanks patience Yuriy,,,,,,,
675,2020-03-12 13:03:40+00:00,"Hey Gikka. All good with the system, but I did see a common problem with one website earlier today. Please call 03456 063 535 (08:00-22:00) and we'll be happy to help. Thanks for your patience! ^Yuriy","Hey Gikka. All good with the system, but I did see a common problem with one website earlier today. Please call 03456 063 535 (08:00-22:00) and we'll be happy to help. Thanks for your patience! ^Yuriy",Hey Gikka All good system I see common problem one website earlier today Please call well happy help Thanks patience Yuriy,,,,,,,
676,2020-03-12 13:17:00+00:00,"I would love to check this out for you, if you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233","I would love to check this out for you, if you can please pass over your full name and postcode via the DM link below? ^IT",I would love check please pass full name postcode via DM link IT,,,,,,,
677,2020-03-12 13:20:06+00:00,"I would love to check this out for you, if you can please pass over your full name and postcode via the DM link below? ^RIT","I would love to check this out for you, if you can please pass over your full name and postcode via the DM link below? ^IT",I would love check please pass full name postcode via DM link IT,,,,,,,
678,2020-03-12 13:49:21+00:00,"Hi, I am sorry to hear this, please can you let us know what your call is regarding via the link below and we will see what we can to do help. ^Saffron","Hi, I am sorry to hear this, please can you let us know what your call is regarding via the link below and we will see what we can to do help. ^Saffron",Hi I sorry hear please let us know call regarding via link see help Saffron,,,,,,,
679,2020-03-12 13:57:27+00:00,"Hi Stephen. I'm really sorry for the inconvenience, however our team is experiencing a high volume of calls at the moment due to current affairs. We are aware of this and it has been escalated but just to set your expectations, you might not get through right away. ^Jo","Hi Stephen. I'm really sorry for the inconvenience, however our team is experiencing a high volume of calls at the moment due to current affairs. We are aware of this and it has been escalated but just to set your expectations, you might not get through right away. ^Jo",Hi Stephen Im really sorry inconvenience however team experiencing high volume calls moment due current affairs We aware escalated set expectations might get right away Jo,,,,,,,
680,2020-03-12 14:02:15+00:00,"Hi there. Please get in touch with our Travel Insurance team on 0800 299 399 to discuss this further, we are experiencing a high volume of calls at the moment. ^Jo","Hi there. Please get in touch with our Travel Insurance team on 0800 299 399 to discuss this further, we are experiencing a high volume of calls at the moment. ^Jo",Hi Please get touch Travel Insurance team discuss experiencing high volume calls moment Jo,,,,,,,
681,2020-03-12 14:06:26+00:00,"Hi Beth, thank you for coming back to me, I do understand the frustration this has caused, I really do. We have no control over Post Offices in that way I'm afraid. We will continue to provide a banking service in all Post Offices that are open. If you would like me to log 1/2","Hi Beth, thank you for coming back to me, I do understand the frustration this has caused, I really do. We have no control over Post Offices in that way I'm afraid. We will continue to provide a banking service in all Post Offices that are open. If you would like me to log 1/2",Hi Beth thank coming back I understand frustration caused I really We control Post Offices way Im afraid We continue provide banking service Post Offices open If would like log,,,,,,,
682,2020-03-12 14:07:05+00:00,"your concerns formally please can you provide your full name and postcode, via the link below. ^Saffron 2/2 https://twitter.com/messages/compose?recipient_id=2922732233","your concerns formally please can you provide your full name and postcode, via the link below. ^Saffron 2/2",concerns formally please provide full name postcode via link Saffron,,,,,,,
683,2020-03-12 14:39:40+00:00,"You can stop receiving text alerts at any time by sending a Secure E-Message through Online Banking, calling us or via the branch. ^RIT","You can stop receiving text alerts at any time by sending a Secure E-Message through Online Banking, calling us or via the branch. ^IT",You stop receiving text alerts time sending Secure EMessage Online Banking calling us via branch IT,,,,,,,
684,2020-03-12 15:12:07+00:00,Hi there. You can raise this to be investigated by calling us on 03457 404 404. ^Jo,Hi there. You can raise this to be investigated by calling us on 03457 404 404. ^Jo,Hi You raise investigated calling us Jo,,,,,,,
685,2020-03-12 15:23:24+00:00,I understand the urgency of your situation Georgie however it can usually take around 5 working days to receive the pack. As an alternative option you can visit any nearest branch and set up your telephone security number then and there within few minutes ^Sam,I understand the urgency of your situation Georgie however it can usually take around 5 working days to receive the pack. As an alternative option you can visit any nearest branch and set up your telephone security number then and there within few minutes ^Sam,I understand urgency situation Georgie however usually take around working days receive pack As alternative option visit nearest branch set telephone security number within minutes Sam,,,,,,,
686,2020-03-12 15:25:47+00:00,"Hi Charlotte, we could check the status of your application and let you know of next steps. Kindly pass your full name and postcode via link below, and we'll look into it! ^Mill https://twitter.com/messages/compose?recipient_id=2922732233","Hi Charlotte, we could check the status of your application and let you know of next steps. Kindly pass your full name and postcode via link below, and we'll look into it! ^Mill",Hi Charlotte could check status application let know next steps Kindly pass full name postcode via link well look Mill,,,,,,,
687,2020-03-12 16:19:32+00:00,"Hey Teaghan. Would be great to have you on the team How long ago were you told that the email will be sent? If you don't receive the email after 2 hours, please try applying again. ^Yuriy","Hey Teaghan. Would be great to have you on the team How long ago were you told that the email will be sent? If you don't receive the email after 2 hours, please try applying again. ^Yuriy",Hey Teaghan Would great team How long ago told email sent If dont receive email hours please try applying Yuriy,,,,,,,
688,2020-03-12 16:22:35+00:00,"Hi Tracey, I see the appointment you are referring to but was not able to see any copies of the emails sent out in relation to it. If you want me to change the appointment to an alternative date I can surely do that for you Let me know how you would like to change it ^Sam","Hi Tracey, I see the appointment you are referring to but was not able to see any copies of the emails sent out in relation to it. If you want me to change the appointment to an alternative date I can surely do that for you Let me know how you would like to change it ^Sam",Hi Tracey I see appointment referring able see copies emails sent relation If want change appointment alternative date I surely Let know would like change Sam,,,,,,,
689,2020-03-12 16:24:55+00:00,"The best option is to get in touch with us via Live chat, and we can raise a dispute for you, or you can call us on 03457 404 404, to discuss this further. ^RIT","The best option is to get in touch with us via Live chat, and we can raise a dispute for you, or you can call us on 03457 404 404, to discuss this further. ^IT",The best option get touch us via Live chat raise dispute call us discuss IT,,,,,,,
690,2020-03-12 16:36:41+00:00,If you can please pass over your full name and postcode via the DM link below? ^RIT https://twitter.com/messages/compose?recipient_id=2922732233,If you can please pass over your full name and postcode via the DM link below? ^IT,If please pass full name postcode via DM link IT,,,,,,,
691,2020-03-12 16:46:02+00:00,"Unfortunately, this can only be discussed via a secured channel. ^RIT","Unfortunately, this can only be discussed via a secured channel. ^IT",Unfortunately discussed via secured channel IT,,,,,,,
692,2020-03-12 16:51:24+00:00,Please get in touch with our Recruitment team on 02078 328500 to discuss this further. ^Jo,Please get in touch with ourecruitment team on 02078 328500 to discuss this further. ^Jo,Please get touch ourecruitment team discuss Jo,,,,,,,
693,2020-03-12 16:55:03+00:00,"Hi Scott. The payment needs to be made from your external current account as a bill payment, you can get the sort code and account number this needs to be made to from the back of your credit card statement and the reference is your credit card number. ^Jo","Hi Scott. The payment needs to be made from your external current account as a bill payment, you can get the sort code and account number this needs to be made to from the back of your credit card statement and the reference is your credit card number. ^Jo",Hi Scott The payment needs made external current account bill payment get sort code account number needs made back credit card statement reference credit card number Jo,,,,,,,
694,2020-03-12 16:57:04+00:00,This link drives you to LiveChat: http://grp.hsbc/60191SrqW (they'll appear on the left) Thank you ^Mill,This link drives you to LiveChat: (they'll appear on the left) Thank you ^Mill,This link drives LiveChat theyll appear left Thank Mill,,,,,,,
695,2020-03-12 19:12:23+00:00,"Hi there. Please give us a call on 03457 404 404, we can order a new card to the address we hold on our system for you. ^Jo","Hi there. Please give us a call on 03457 404 404, we can order a new card to the address we hold on our system for you. ^Jo",Hi Please give us call order new card address hold system Jo,,,,,,,
696,2020-03-13 06:53:01+00:00,"Morning S White, we have put together a special page on our website covering all frequently asked questions about COVID-19 Please click on the link here http://grp.hsbc/60191S5tL and let us know If you have any further questions. ^MO","Morning S White, we have put together a special page on our website covering all frequently asked questions about COVID-19 Please click on the link here and let us know If you have any further questions. ^MO",Morning S White put together special page website covering frequently asked questions COVID Please click link let us know If questions MO,,,,,,,
697,2020-03-13 07:10:42+00:00,"Morning David, no issues have been reported so far. Could you please share the screenshot of error message. Or you can get assistance from mobile chat or live chat. Hope this helps! ^MO","Morning David, no issues have been reported so far. Could you please share the screenshot of error message. Or you can get assistance from mobile chat or live chat. Hope this helps! ^MO",Morning David issues reported far Could please share screenshot error message Or get assistance mobile chat live chat Hope helps MO,,,,,,,
698,2020-03-13 08:11:38+00:00,"Morning Preeti, could you please share your full name and post code through DM link below and I will look into it for you. ^MO","Morning Preeti, could you please share your full name and post code through DM link below and I will look into it for you. ^MO",Morning Preeti could please share full name post code DM link I look MO,,,,,,,
699,2020-03-13 08:46:32+00:00,"Morning Rebecca, here's http://grp.hsbc/60191SgNv the list of HSBC accept for account opening in all conditions. Hope this helps! ^MO","Morningebecca, here's the list of HSBC accept for account opening in all conditions. Hope this helps! ^MO",Morningebecca heres list HSBC accept account opening conditions Hope helps MO,,,,,,,
700,2020-03-13 09:01:12+00:00,"I agree Karen, lines are a-bit busy right now. All you need to do is watch this video http://grp.hsbc/60101S9Dj for a step by step guide of address change. Or you can contact us through live chat / mobile chat and our specialist will assist. ^MO","I agree Karen, lines are a-bit busy right now. All you need to do is watch this video for a step by step guide of address change. Or you can contact us through live chat / mobile chat and our specialist will assist. ^MO",I agree Karen lines abit busy right All need watch video step step guide address change Or contact us live chat mobile chat specialist assist MO,,,,,,,
701,2020-03-13 09:18:30+00:00,"Hi there, if you need specific information on the travel insurance cover kindly call the specialised team on 08000517459.^Laura","Hi there, if you need specific information on the travel insurance cover kindly call the specialised team on 08000517459.^Laura",Hi need specific information travel insurance cover kindly call specialised team Laura,,,,,,,
702,2020-03-13 10:56:20+00:00,"Hey Martin, I appreciate your frustration due to the service you've received, we have not had any reports in regard to this problem, are you trying to register on the app or the website? If you are trying register on the app, you can try to register on the website instead.^Salem","Hey Martin, I appreciate your frustration due to the service you've received, we have not had any reports in regard to this problem, are you trying to register on the app or the website? If you are trying register on the app, you can try to register on the website instead.^Salem",Hey Martin I appreciate frustration due service youve received reports regard problem trying register app website If trying register app try register website insteadSalem,,,,,,,
703,2020-03-13 10:56:23+00:00,"Hi, the cumulative £130 contactless limit was reviewed under PSD2 change back in September 2019, this was set by FCA for bank to follow. To go around the limit, one can do Chip&PIN to reset the contactless limit back to £0. ^Mill","Hi, the cumulative £130 contactless limit was reviewed under PSD2 change back in September 2019, this was set by FCA for bank to follow. To go around the limit, one can do Chip&PIN to reset the contactless limit back to £0. ^Mill",Hi cumulative contactless limit reviewed PSD change back September set FCA bank follow To go around limit one ChipPIN reset contactless limit back Mill,,,,,,,
704,2020-03-13 11:01:20+00:00,"Hey Ross, thanks for reaching out The lounge key is free to use for the cardholder, but for any accompanying guest there is a £20 fee per guest. I hope this clarifies, please let me know if you have any questions. ^Tijianne","Heyoss, thanks for reaching out The lounge key is free to use for the cardholder, but for any accompanying guest there is a £20 fee per guest. I hope this clarifies, please let me know if you have any questions. ^Tijianne",Heyoss thanks reaching The lounge key free use cardholder accompanying guest fee per guest I hope clarifies please let know questions Tijianne,,,,,,,
705,2020-03-13 11:04:00+00:00,"Hey Brendan, Thanks for reaching out to us, our travel insurance is provided by a third party, so I can't give you the precise wait time. However the current wait time to get through to an agent is 3 minutes wait.^Salem","Hey Brendan, Thanks for reaching out to us, our travel insurance is provided by a third party, so I can't give you the precise wait time. However the current wait time to get through to an agent is 3 minutes wait.^Salem",Hey Brendan Thanks reaching us travel insurance provided third party I cant give precise wait time However current wait time get agent minutes waitSalem,,,,,,,
706,2020-03-13 11:09:27+00:00,"Hey Diana, That does look like smishing , please send the screenshot of the message to phishing@hsbc.co.uk so our security and fraud Investigation team can look into this. Thank you for bringing this to our attention.^Salem","Hey Diana, That does look like smishing , please send the screenshot of the message to phishing@hsbc.co.uk so our security and fraud Investigation team can look into this. Thank you for bringing this to our attention.^Salem",Hey Diana That look like smishing please send screenshot message phishinghsbccouk security fraud Investigation team look Thank bringing attentionSalem,,,,,,,
